Timestamp,CarOrdinalID,CarClass,CarPerformanceIndex,DriveTrainType,NumCylinders,EngineMaxRPM,EndingeIdelRPM,EngineCurrentRPM,Speed,Power,Torque,Boost,Gear,Accel,Brake,Clutch,HandBrake,Fuel
2024-01-31 22:15:17.547715,2352,6,836,2,6,8999.9951,799.9995,737.9616,0,0.1799,1.2812,-11.0468,1,0,0,0,0,1.0
2024-01-31 22:15:17.562661,2352,6,836,2,6,8999.9951,799.9995,739.6358,0,0.1803,1.2812,-11.0423,1,0,0,0,0,1.0
2024-01-31 22:15:17.579119,2352,6,836,2,6,8999.9951,799.9995,741.4731,0,0.1808,1.2812,-11.0384,1,0,0,0,0,1.0
2024-01-31 22:15:17.595609,2352,6,836,2,6,8999.9951,799.9995,743.3047,0,0.1812,1.2812,-11.0354,1,0,0,0,0,1.0
2024-01-31 22:15:17.612488,2352,6,836,2,6,8999.9951,799.9995,745.1445,0,0.1817,1.2812,-11.0331,1,0,0,0,0,1.0
2024-01-31 22:15:17.629124,2352,6,836,2,6,8999.9951,799.9995,746.9866,0,0.1821,1.2812,-11.0312,1,0,0,0,0,1.0
2024-01-31 22:15:17.645604,2352,6,836,2,6,8999.9951,799.9995,748.8331,0,0.1826,1.2812,-11.0298,1,0,0,0,0,1.0
2024-01-31 22:15:17.662018,2352,6,836,2,6,8999.9951,799.9995,750.6642,0,0.183,1.2812,-11.0287,1,0,0,0,0,1.0
2024-01-31 22:15:17.679075,2352,6,836,2,6,8999.9951,799.9995,752.5109,0,0.1835,1.2812,-11.0279,1,0,0,0,0,1.0
2024-01-31 22:15:17.696020,2352,6,836,2,6,8999.9951,799.9995,754.3486,0,0.1839,1.2812,-11.0273,1,0,0,0,0,1.0
2024-01-31 22:15:17.712801,2352,6,836,2,6,8999.9951,799.9995,756.1911,0,0.1843,1.2812,-11.0267,1,0,0,0,0,1.0
2024-01-31 22:15:17.729064,2352,6,836,2,6,8999.9951,799.9995,758.0371,0,0.1848,1.2812,-11.0263,1,0,0,0,0,1.0
2024-01-31 22:15:17.748030,2352,6,836,2,6,8999.9951,799.9995,760.1087,0,0.1853,1.2812,-11.026,1,0,0,0,0,1.0
2024-01-31 22:15:17.762472,2352,6,836,2,6,8999.9951,799.9995,761.7151,0,0.1857,1.2812,-11.0258,1,0,0,0,0,1.0
2024-01-31 22:15:17.778551,2352,6,836,2,6,8999.9951,799.9995,763.5559,0,0.1861,1.2812,-11.0256,1,0,0,0,0,1.0
2024-01-31 22:15:17.795469,2352,6,836,2,6,8999.9951,799.9995,765.3962,0,0.1866,1.2812,-11.0255,1,0,0,0,0,1.0
2024-01-31 22:15:17.812155,2352,6,836,2,6,8999.9951,799.9995,767.2392,0,0.187,1.2812,-11.0254,1,0,0,0,0,1.0
2024-01-31 22:15:17.829109,2352,6,836,2,6,8999.9951,799.9995,769.0795,0,0.1875,1.2812,-11.0253,1,0,0,0,0,1.0
2024-01-31 22:15:17.845602,2352,6,836,2,6,8999.9951,799.9995,770.941,0,0.188,1.2812,-11.0252,1,0,0,0,0,1.0
2024-01-31 22:15:17.862067,2352,6,836,2,6,8999.9951,799.9995,772.7625,0,0.1884,1.2812,-11.0252,1,0,0,0,0,1.0
2024-01-31 22:15:17.879125,2352,6,836,2,6,8999.9951,799.9995,774.6028,0,0.1888,1.2812,-11.0251,1,0,0,0,0,1.0
2024-01-31 22:15:17.895116,2352,6,836,2,6,8999.9951,799.9995,776.444,0,0.1893,1.2812,-11.0251,1,0,0,0,0,1.0
2024-01-31 22:15:17.912550,2352,6,836,2,6,8999.9951,799.9995,778.2848,0,0.1897,1.2812,-11.0251,1,0,0,0,0,1.0
2024-01-31 22:15:17.928977,2352,6,836,2,6,8999.9951,799.9995,780.1268,0,0.1902,1.2812,-11.0251,1,0,0,0,0,1.0
2024-01-31 22:15:17.946025,2352,6,836,2,6,8999.9951,799.9995,781.9878,0,0.1906,1.2812,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:17.962441,2352,6,836,2,6,8999.9951,799.9995,783.8154,0,0.1911,1.2812,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:17.978416,2352,6,836,2,6,8999.9951,799.9995,785.6514,0,0.1915,1.2812,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:17.996062,2352,6,836,2,6,8999.9951,799.9995,787.4913,0,0.192,1.2812,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.012024,2352,6,836,2,6,8999.9951,799.9995,789.3338,0,0.1924,1.2812,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.028990,2352,6,836,2,6,8999.9951,799.9995,791.1728,0,0.1929,1.2812,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.045139,2352,6,836,2,6,8999.9951,799.9995,793.0184,0,0.1933,1.2812,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.061977,2352,6,836,2,6,8999.9951,799.9995,794.8596,0,0.1938,1.2812,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.078733,2352,6,836,2,6,8999.9951,799.9995,796.6964,0,0.1942,1.2812,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.095699,2352,6,836,2,6,8999.9951,799.9995,798.5398,0,0.1947,1.2812,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.112137,2352,6,836,2,6,8999.9951,799.9995,800.3823,0,0.1951,1.2812,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.129066,2352,6,836,2,6,8999.9951,799.9995,800.3745,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.145553,2352,6,836,2,6,8999.9951,799.9995,800.3668,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.162067,2352,6,836,2,6,8999.9951,799.9995,800.3594,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.179045,2352,6,836,2,6,8999.9951,799.9995,800.3519,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.196372,2352,6,836,2,6,8999.9951,799.9995,800.3448,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.212272,2352,6,836,2,6,8999.9951,799.9995,800.3378,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.229190,2352,6,836,2,6,8999.9951,799.9995,800.3308,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.250133,2352,6,836,2,6,8999.9951,799.9995,800.3237,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.262609,2352,6,836,2,6,8999.9951,799.9995,800.3173,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.281058,2352,6,836,2,6,8999.9951,799.9995,800.3102,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.295635,2352,6,836,2,6,8999.9951,799.9995,800.3048,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.312012,2352,6,836,2,6,8999.9951,799.9995,800.2986,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.329040,2352,6,836,2,6,8999.9951,799.9995,800.2925,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.345873,2352,6,836,2,6,8999.9951,799.9995,800.2866,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.361785,2352,6,836,2,6,8999.9951,799.9995,800.2809,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.379241,2352,6,836,2,6,8999.9951,799.9995,800.2752,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.395668,2352,6,836,2,6,8999.9951,799.9995,800.2695,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.412143,2352,6,836,2,6,8999.9951,799.9995,800.2642,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.429144,2352,6,836,2,6,8999.9951,799.9995,800.2589,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.445159,2352,6,836,2,6,8999.9951,799.9995,800.2537,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.462100,2352,6,836,2,6,8999.9951,799.9995,800.2484,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.479036,2352,6,836,2,6,8999.9951,799.9995,800.2433,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.495534,2352,6,836,2,6,8999.9951,799.9995,800.2385,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.511974,2352,6,836,2,6,8999.9951,799.9995,800.2337,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.529081,2352,6,836,2,6,8999.9951,799.9995,800.2289,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.545796,2352,6,836,2,6,8999.9951,799.9995,800.2241,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.562053,2352,6,836,2,6,8999.9951,799.9995,800.2197,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.579025,2352,6,836,2,6,8999.9951,799.9995,800.2153,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.595665,2352,6,836,2,6,8999.9951,799.9995,800.2109,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.612125,2352,6,836,2,6,8999.9951,799.9995,800.2066,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.630065,2352,6,836,2,6,8999.9951,799.9995,800.2022,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.645543,2352,6,836,2,6,8999.9951,799.9995,800.1983,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.662005,2352,6,836,2,6,8999.9951,799.9995,800.1943,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.679261,2352,6,836,2,6,8999.9951,799.9995,800.1904,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.695237,2352,6,836,2,6,8999.9951,799.9995,800.1865,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.712116,2352,6,836,2,6,8999.9951,799.9995,800.1826,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.729059,2352,6,836,2,6,8999.9951,799.9995,800.1789,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.745745,2352,6,836,2,6,8999.9951,799.9995,800.1754,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.762211,2352,6,836,2,6,8999.9951,799.9995,800.1719,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.779169,2352,6,836,2,6,8999.9951,799.9995,800.1684,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.795750,2352,6,836,2,6,8999.9951,799.9995,800.1649,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.811987,2352,6,836,2,6,8999.9951,799.9995,800.1614,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.829077,2352,6,836,2,6,8999.9951,799.9995,800.1582,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.845577,2352,6,836,2,6,8999.9951,799.9995,800.1552,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.862021,2352,6,836,2,6,8999.9951,799.9995,800.1521,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.879065,2352,6,836,2,6,8999.9951,799.9995,800.149,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.895106,2352,6,836,2,6,8999.9951,799.9995,800.146,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.912058,2352,6,836,2,6,8999.9951,799.9995,800.1429,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.929027,2352,6,836,2,6,8999.9951,799.9995,800.1398,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.946019,2352,6,836,2,6,8999.9951,799.9995,800.1371,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.961992,2352,6,836,2,6,8999.9951,799.9995,800.1345,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.978493,2352,6,836,2,6,8999.9951,799.9995,800.1318,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:18.996420,2352,6,836,2,6,8999.9951,799.9995,800.1292,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.012205,2352,6,836,2,6,8999.9951,799.9995,800.1266,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.028531,2352,6,836,2,6,8999.9951,799.9995,800.124,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.045587,2352,6,836,2,6,8999.9951,799.9995,800.1214,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.062052,2352,6,836,2,6,8999.9951,799.9995,800.1188,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.079053,2352,6,836,2,6,8999.9951,799.9995,800.1163,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.095526,2352,6,836,2,6,8999.9951,799.9995,800.1141,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.112603,2352,6,836,2,6,8999.9951,799.9995,800.1116,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.129037,2352,6,836,2,6,8999.9951,799.9995,800.1094,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.145588,2352,6,836,2,6,8999.9951,799.9995,800.1072,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.162084,2352,6,836,2,6,8999.9951,799.9995,800.105,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.178606,2352,6,836,2,6,8999.9951,799.9995,800.1028,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.195540,2352,6,836,2,6,8999.9951,799.9995,800.1006,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.212478,2352,6,836,2,6,8999.9951,799.9995,800.0984,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.229925,2352,6,836,2,6,8999.9951,799.9995,800.0964,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.245877,2352,6,836,2,6,8999.9951,799.9995,800.0947,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.262312,2352,6,836,2,6,8999.9951,799.9995,800.093,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.278796,2352,6,836,2,6,8999.9951,799.9995,800.0912,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.295661,2352,6,836,2,6,8999.9951,799.9995,800.0894,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.312112,2352,6,836,2,6,8999.9951,799.9995,800.0877,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.329026,2352,6,836,2,6,8999.9951,799.9995,800.0859,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.345511,2352,6,836,2,6,8999.9951,799.9995,800.0842,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.361424,2352,6,836,2,6,8999.9951,799.9995,800.0825,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.378982,2352,6,836,2,6,8999.9951,799.9995,800.0807,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.395623,2352,6,836,2,6,8999.9951,799.9995,800.0789,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.412022,2352,6,836,2,6,8999.9951,799.9995,800.0772,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.429225,2352,6,836,2,6,8999.9951,799.9995,800.0757,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.445619,2352,6,836,2,6,8999.9951,799.9995,800.074,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.462055,2352,6,836,2,6,8999.9951,799.9995,800.0728,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.479014,2352,6,836,2,6,8999.9951,799.9995,800.0714,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.495539,2352,6,836,2,6,8999.9951,799.9995,800.0701,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.512103,2352,6,836,2,6,8999.9951,799.9995,800.0688,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.529045,2352,6,836,2,6,8999.9951,799.9995,800.0673,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.546108,2352,6,836,2,6,8999.9951,799.9995,800.066,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.562005,2352,6,836,2,6,8999.9951,799.9995,800.0645,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.579093,2352,6,836,2,6,8999.9951,799.9995,800.0631,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.595588,2352,6,836,2,6,8999.9951,799.9995,800.0617,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.611998,2352,6,836,2,6,8999.9951,799.9995,800.0604,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.628954,2352,6,836,2,6,8999.9951,799.9995,800.0593,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.645383,2352,6,836,2,6,8999.9951,799.9995,800.058,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.662089,2352,6,836,2,6,8999.9951,799.9995,800.0567,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.678718,2352,6,836,2,6,8999.9951,799.9995,800.0554,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.695721,2352,6,836,2,6,8999.9951,799.9995,800.0541,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.712152,2352,6,836,2,6,8999.9951,799.9995,800.0531,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.728611,2352,6,836,2,6,8999.9951,799.9995,800.0522,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.745577,2352,6,836,2,6,8999.9951,799.9995,800.0513,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.762016,2352,6,836,2,6,8999.9951,799.9995,800.0505,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.779139,2352,6,836,2,6,8999.9951,799.9995,800.0496,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.795572,2352,6,836,2,6,8999.9951,799.9995,800.0487,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.811595,2352,6,836,2,6,8999.9951,799.9995,800.0479,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.829183,2352,6,836,2,6,8999.9951,799.9995,800.0468,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.845612,2352,6,836,2,6,8999.9951,799.9995,800.046,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.862248,2352,6,836,2,6,8999.9951,799.9995,800.045,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.878710,2352,6,836,2,6,8999.9951,799.9995,800.0442,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.895609,2352,6,836,2,6,8999.9951,799.9995,800.0432,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.911586,2352,6,836,2,6,8999.9951,799.9995,800.0423,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.928562,2352,6,836,2,6,8999.9951,799.9995,800.0414,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.945549,2352,6,836,2,6,8999.9951,799.9995,800.0405,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.961776,2352,6,836,2,6,8999.9951,799.9995,800.0397,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.978878,2352,6,836,2,6,8999.9951,799.9995,800.0388,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:19.995657,2352,6,836,2,6,8999.9951,799.9995,800.0379,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.012233,2352,6,836,2,6,8999.9951,799.9995,800.037,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.029225,2352,6,836,2,6,8999.9951,799.9995,800.0362,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.045466,2352,6,836,2,6,8999.9951,799.9995,800.0356,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.062100,2352,6,836,2,6,8999.9951,799.9995,800.0348,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.078586,2352,6,836,2,6,8999.9951,799.9995,800.0339,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.095670,2352,6,836,2,6,8999.9951,799.9995,800.0334,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.112092,2352,6,836,2,6,8999.9951,799.9995,800.0325,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.128249,2352,6,836,2,6,8999.9951,799.9995,800.0317,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.145564,2352,6,836,2,6,8999.9951,799.9995,800.0312,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.162010,2352,6,836,2,6,8999.9951,799.9995,800.0308,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.178975,2352,6,836,2,6,8999.9951,799.9995,800.0303,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.195482,2352,6,836,2,6,8999.9951,799.9995,800.0299,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.211448,2352,6,836,2,6,8999.9951,799.9995,800.0295,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.228968,2352,6,836,2,6,8999.9951,799.9995,800.0291,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.246041,2352,6,836,2,6,8999.9951,799.9995,800.0286,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.262022,2352,6,836,2,6,8999.9951,799.9995,800.0281,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.279019,2352,6,836,2,6,8999.9951,799.9995,800.0277,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.295536,2352,6,836,2,6,8999.9951,799.9995,800.0273,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.312548,2352,6,836,2,6,8999.9951,799.9995,800.0269,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.329060,2352,6,836,2,6,8999.9951,799.9995,800.0264,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.345086,2352,6,836,2,6,8999.9951,799.9995,800.026,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.362559,2352,6,836,2,6,8999.9951,799.9995,800.0255,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.378533,2352,6,836,2,6,8999.9951,799.9995,800.0251,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.395522,2352,6,836,2,6,8999.9951,799.9995,800.0247,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.411992,2352,6,836,2,6,8999.9951,799.9995,800.0242,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.428975,2352,6,836,2,6,8999.9951,799.9995,800.0238,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.445450,2352,6,836,2,6,8999.9951,799.9995,800.0234,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.461895,2352,6,836,2,6,8999.9951,799.9995,800.0229,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.478243,2352,6,836,2,6,8999.9951,799.9995,800.0225,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.495273,2352,6,836,2,6,8999.9951,799.9995,800.022,0,0,0,-11.025,1,0,0,0,0,1.0
2024-01-31 22:15:20.512229,2352,6,836,2,6,8999.9951,799.9995,800.0215,0,0,0,-11.025,1,0,0,0,0,1.0
