Timestamp,CarOrdinalID,CarClass,CarPerformanceIndex,DriveTrainType,NumCylinders,EngineMaxRPM,EngineIdleRPM,EngineCurrentRPM,Speed,Power,Torque,Boost,Gear,Accel,Brake,Clutch,HandBrake,Fuel,roundedCurrentRPM,roundedPower,roundedTorque
2024-02-16 23:33:39.506951,3655,6,807,1,8,9500,800,2508.6516,26,0,0,-11.025,2,0,82,0,0,1.0,2509,0,0
2024-02-16 23:33:39.523657,3655,6,807,1,8,9500,800,2515.855,26,0,0,-11.025,2,0,0,0,0,1.0,2516,0,0
2024-02-16 23:33:39.489903,3655,6,807,1,8,9500,800,2547.0337,27,0,0,-11.025,2,0,100,0,0,1.0,2547,0,0
2024-02-16 23:33:39.540439,3655,6,807,1,8,9500,800,2566.7424,26,0,0,-11.025,2,0,0,0,0,1.0,2567,0,0
2024-02-16 23:33:39.707023,3655,6,807,1,8,9500,800,2570.4163,25,0,0,-11.025,2,0,0,0,0,1.0,2570,0,0
2024-02-16 23:33:39.690367,3655,6,807,1,8,9500,800,2586.4343,25,0,0,-11.025,2,0,0,0,0,1.0,2586,0,0
2024-02-16 23:33:39.673834,3655,6,807,1,8,9500,800,2618.2073,25,0,0,-11.025,2,0,0,0,0,1.0,2618,0,0
2024-02-16 23:33:39.473353,3655,6,807,1,8,9500,800,2620.7891,27,0,0,-11.025,2,0,100,0,0,1.0,2621,0,0
2024-02-16 23:33:39.557031,3655,6,807,1,8,9500,800,2636.4604,26,0,0,-11.025,2,0,0,0,0,1.0,2636,0,0
2024-02-16 23:33:39.656625,3655,6,807,1,8,9500,800,2660.8889,25,0,0,-11.025,2,0,0,0,0,1.0,2661,0,0
2024-02-16 23:33:39.573107,3655,6,807,1,8,9500,800,2700.54,26,0,0,-11.025,2,0,0,0,0,1.0,2701,0,0
2024-02-16 23:33:39.639579,3655,6,807,1,8,9500,800,2705.2571,25,0,0,-11.025,2,0,0,0,0,1.0,2705,0,0
2024-02-16 23:33:39.456793,3655,6,807,1,8,9500,800,2722.8865,27,0,0,-11.025,2,0,100,0,0,1.0,2723,0,0
2024-02-16 23:33:39.623524,3655,6,807,1,8,9500,800,2740.5266,25,0,0,-11.025,2,0,0,0,0,1.0,2741,0,0
2024-02-16 23:33:39.873437,3655,6,807,1,8,9500,800,2741.4922,26,135.9378,260.8957,-5.974,2,100,0,0,0,1.0,2741,136,261
2024-02-16 23:33:39.590163,3655,6,807,1,8,9500,800,2742.2876,26,0,0,-11.025,2,0,0,0,0,1.0,2742,0,0
2024-02-16 23:33:39.856745,3655,6,807,1,8,9500,800,2741.9727,26,134.6773,257.4343,-6.6553,2,100,0,0,0,1.0,2742,135,257
2024-02-16 23:33:39.606953,3655,6,807,1,8,9500,800,2755.2727,26,0,0,-11.025,2,0,0,0,0,1.0,2755,0,0
2024-02-16 23:33:39.723591,3655,6,807,1,8,9500,800,2793.3149,25,100.8923,192.1892,-11.025,2,85,0,0,0,1.0,2793,101,192
2024-02-16 23:33:39.890146,3655,6,807,1,8,9500,800,2796.228,27,141.2521,266.5115,-5.3222,2,100,0,0,0,1.0,2796,141,267
2024-02-16 23:33:39.840221,3655,6,807,1,8,9500,800,2806.0132,26,137.504,256.0014,-7.3674,2,100,0,0,0,1.0,2806,138,256
2024-02-16 23:33:39.439566,3655,6,807,1,8,9500,800,2825.438,28,0,0,-11.025,2,0,100,0,0,1.0,2825,0,0
2024-02-16 23:33:39.340341,3655,6,807,1,8,9500,800,2826.9336,29,0,0,-11.025,2,0,0,0,0,1.0,2827,0,0
2024-02-16 23:33:39.323801,3655,6,807,1,8,9500,800,2839.0786,29,0,0,-11.025,2,0,42,0,0,1.0,2839,0,0
2024-02-16 23:33:39.356879,3655,6,807,1,8,9500,800,2851.4487,29,0,0,-11.025,2,0,0,0,0,1.0,2851,0,0
2024-02-16 23:33:39.306238,3655,6,807,1,8,9500,800,2867.6245,29,0,0,-11.025,2,0,100,0,0,1.0,2868,0,0
2024-02-16 23:33:39.906829,3655,6,807,1,8,9500,800,2879.8047,27,149.1889,273.552,-4.691,2,100,0,0,0,1.0,2880,149,274
2024-02-16 23:33:39.290168,3655,6,807,1,8,9500,800,2898.8613,30,0,0,-11.025,2,0,100,0,0,1.0,2899,0,0
2024-02-16 23:33:39.372977,3655,6,807,1,8,9500,800,2901.2068,29,0,0,-11.025,2,0,0,0,0,1.0,2901,0,0
2024-02-16 23:33:39.823604,3655,6,807,1,8,9500,800,2912.8936,26,142.67,255.557,-8.0998,2,100,0,0,0,1.0,2913,143,256
2024-02-16 23:33:39.423507,3655,6,807,1,8,9500,800,2919.8289,28,0,0,-11.025,2,0,100,0,0,1.0,2920,0,0
2024-02-16 23:41:42.291172,3655,6,807,1,8,9500,800,2928.396,29,0,0,-11.025,2,0,0,0,0,1.0,2928,0,0
2024-02-16 23:33:39.273628,3655,6,807,1,8,9500,800,2932.113,30,0,0,-11.025,2,0,100,0,0,1.0,2932,0,0
2024-02-16 23:33:40.123407,3655,6,807,1,8,9500,800,2934.1589,29,0,0,-0.3816,2,100,0,0,0,1.0,2934,0,0
2024-02-16 23:41:42.274624,3655,6,807,1,8,9500,800,2941.281,29,0,0,-11.025,2,0,0,0,0,1.0,2941,0,0
2024-02-16 23:33:39.256572,3655,6,807,1,8,9500,800,2955.9763,30,0,0,-11.025,2,0,100,0,0,1.0,2956,0,0
2024-02-16 23:41:42.257631,3655,6,807,1,8,9500,800,2956.478,29,0,0,-11.025,2,0,0,0,0,1.0,2956,0,0
2024-02-16 23:33:39.389730,3655,6,807,1,8,9500,800,2956.6931,29,0,0,-11.025,2,0,0,0,0,1.0,2957,0,0
2024-02-16 23:33:39.923402,3655,6,807,1,8,9500,800,2966.7085,27,157.9664,281.0323,-4.0694,2,100,0,0,0,1.0,2967,158,281
2024-02-16 23:33:39.406907,3655,6,807,1,8,9500,800,2973.8699,28,0,0,-11.025,2,0,55,0,0,1.0,2974,0,0
2024-02-16 23:41:42.240934,3655,6,807,1,8,9500,800,2976.323,29,0,0,-11.025,2,0,0,0,0,1.0,2976,0,0
2024-02-16 23:33:39.240366,3655,6,807,1,8,9500,800,2982.0374,31,0,0,-11.025,2,0,100,0,0,1.0,2982,0,0
2024-02-16 23:41:42.224208,3655,6,807,1,8,9500,800,2996.5376,30,0,0,-11.025,2,0,0,0,0,1.0,2997,0,0
2024-02-16 23:41:42.207397,3655,6,807,1,8,9500,800,3010.2834,30,0,0,-11.025,2,0,0,0,0,1.0,3010,0,0
2024-02-16 23:33:39.223832,3655,6,807,1,8,9500,800,3015.1387,31,0,0,-11.025,2,0,100,0,0,1.0,3015,0,0
2024-02-16 23:33:39.740305,3655,6,807,1,8,9500,800,3014.6968,25,135.3906,238.4407,-10.9385,2,100,0,0,0,1.0,3015,135,238
2024-02-16 23:41:42.190733,3655,6,807,1,8,9500,800,3017.8726,30,0,0,-11.025,2,0,0,0,0,1.0,3018,0,0
2024-02-16 23:41:42.174177,3655,6,807,1,8,9500,800,3028.2,30,0,0,-11.025,2,0,0,0,0,1.0,3028,0,0
2024-02-16 23:33:39.806870,3655,6,807,1,8,9500,800,3035.5508,26,148.4048,255.2018,-8.83,2,100,0,0,0,1.0,3036,148,255
2024-02-16 23:33:39.940461,3655,6,807,1,8,9500,800,3039.9644,27,166.1789,288.2031,-3.4483,2,100,0,0,0,1.0,3040,166,288
2024-02-16 23:41:42.157618,3655,6,807,1,8,9500,800,3047.3289,30,0,0,-11.025,2,0,0,0,0,1.0,3047,0,0
2024-02-16 23:33:39.206501,3655,6,807,1,8,9500,800,3049.2644,31,0,0,-11.025,2,0,100,0,0,1.0,3049,0,0
2024-02-16 23:41:42.141067,3655,6,807,1,8,9500,800,3071.5518,30,0,0,-11.025,2,0,0,0,0,1.0,3072,0,0
2024-02-16 23:33:39.189942,3655,6,807,1,8,9500,800,3073.438,31,0,0,-11.025,2,0,100,0,0,1.0,3073,0,0
2024-02-16 23:33:39.956799,3655,6,807,1,8,9500,800,3093.2085,27,173.0938,294.6897,-2.8226,2,100,0,0,0,1.0,3093,173,295
2024-02-16 23:41:42.124424,3655,6,807,1,8,9500,800,3093.4082,30,0,0,-11.025,2,0,0,0,0,1.0,3093,0,0
2024-02-16 23:45:48.130357,3655,6,807,1,8,9500,800,3094.218,31,143.1487,243.1743,-10.9877,2,100,0,0,0,1.0,3094,143,243
2024-02-16 23:33:39.173659,3655,6,807,1,8,9500,800,3101.438,32,0,0,-11.025,2,0,100,0,0,1.0,3101,0,0
2024-02-16 23:41:42.107820,3655,6,807,1,8,9500,800,3111.1484,31,0,0,-11.025,2,0,0,0,0,1.0,3111,0,0
2024-02-16 23:41:42.091139,3655,6,807,1,8,9500,800,3128.0461,31,0,0,-11.025,2,0,0,0,0,1.0,3128,0,0
2024-02-16 23:33:39.973647,3655,6,807,1,8,9500,800,3129.6931,27,178.7097,300.4878,-2.1914,2,100,0,0,0,1.0,3130,179,300
2024-02-16 23:45:48.113319,3655,6,807,1,8,9500,800,3131.968,31,41.0296,67.7567,-11.025,2,35,0,0,0,1.0,3132,41,68
2024-02-16 23:33:39.790300,3655,6,807,1,8,9500,800,3134.5095,26,151.9443,253.6994,-9.524,2,100,0,0,0,1.0,3135,152,254
2024-02-16 23:33:39.156899,3655,6,807,1,8,9500,800,3140.0061,32,0,0,-11.025,2,0,100,0,0,1.0,3140,0,0
2024-02-16 23:41:42.074324,3655,6,807,1,8,9500,800,3148.0215,31,0,0,-11.025,2,0,0,0,0,1.0,3148,0,0
2024-02-16 23:33:39.757081,3655,6,807,1,8,9500,800,3149.4065,25,146.5485,245.6471,-10.6278,2,100,0,0,0,1.0,3149,147,246
2024-02-16 23:33:39.990326,3655,6,807,1,8,9500,800,3157.1746,27,183.6217,305.9058,-1.5562,2,100,0,0,0,1.0,3157,184,306
2024-02-16 23:34:16.183056,3655,6,807,1,8,9500,800,3160.2751,31,0,0,-11.025,2,0,0,0,0,1.0,3160,0,0
2024-02-16 23:45:48.146659,3655,6,807,1,8,9500,800,3162.5852,31,147.0237,245.5683,-10.7263,2,100,0,0,0,1.0,3163,147,246
2024-02-16 23:41:42.057722,3655,6,807,1,8,9500,800,3170.4573,31,0,0,-11.025,2,0,0,0,0,1.0,3170,0,0
2024-02-16 23:33:40.006781,3655,6,807,1,8,9500,800,3171.512,27,187.5853,310.8863,-0.92,2,100,0,0,0,1.0,3172,188,311
2024-02-16 23:33:40.073628,3655,6,807,1,8,9500,800,3172.9219,28,197.8403,327.5584,1.5585,2,100,0,0,0,1.0,3173,198,328
2024-02-16 23:33:40.056998,3655,6,807,1,8,9500,800,3175.4634,28,195.7001,323.6996,0.9563,2,100,0,0,0,1.0,3175,196,324
